nome,genero,presença_plenario,ausencia_plenario,ausencia_justificada_plenario,presenca_comissao,ausencia_comissao,ausencia_justificada_comissao,data_nascimento,gasto_total_par,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_mai_par,gasto_jun_par,gasto_jul_par,gasto_ago_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,salario_bruto_par,gasto_total_gab,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_mai_gab,gasto_jun_gab,gasto_jul_gab,gasto_ago_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab,salario_bruto,quant_viagem
RICARDO TEOBALDO CAVALCANTI,M,67 dias,16 dias,9 dias,6 reuniões,15 reuniões,4 reuniões,18/10/1965,"352.070,43","75.838,70","29.031,88","30.495,58","29.669,48","37.062,21","33.057,30","33.767,66","29.421,01","26.958,82","26.767,79",não contabilizados,não contabilizados,33763.0,"352.070,43","111.120,99","111.212,54","111.152,88","111.465,56","111.108,83","110.890,32","111.508,05","111.481,05","111.392,77","111.108,46",não contabilizados,não contabilizados,33763.0,
MARCOS ROBERIO RIBEIRO MONTEIRO,M,81 dias,5 dias,6 dias,37 reuniões,18 reuniões,4 reuniões,15/02/1970,"299.173,03","47.590,17","43.538,26","54.646,16","42.748,76","30.958,46","28.787,21","13.260,89","3.509,26","5.301,74","28.832,12",não contabilizados,não contabilizados,33763.0,"299.173,03","111.586,97","111.592,17","111.596,36","111.537,03","111.479,16","111.586,97","109.754,31","110.277,92","111.586,97","111.618,66",não contabilizados,não contabilizados,33763.0,
RODRIGO COELHO,M,92 dias,0 dias,0 dias,81 reuniões,4 reuniões,5 reuniões,29/06/1980,"119.207,06","12.678,98","21.407,72","28.457,50","13.620,70","25.418,03","7.973,08","3.227,19","8,21","1,82","6.413,83",não contabilizados,não contabilizados,33763.0,"119.207,06","109.154,71","111.314,40","111.501,02","111.586,72","111.586,72","110.156,87","109.978,97","109.732,04","111.665,67","111.274,68",não contabilizados,não contabilizados,33763.0,1
ROBERTO ALVES DE LUCENA,M,90 dias,1 dias,1 dias,57 reuniões,32 reuniões,5 reuniões,18/04/1966,"344.710,55","27.341,46","32.606,18","46.347,40","61.804,31","44.824,77","33.506,21","25.809,69","16.752,34","15.560,73","37.298,76",não contabilizados,não contabilizados,33763.0,"344.710,55","111.550,40","111.427,12","111.550,39","106.316,60","103.862,46","110.721,82","111.475,46","111.586,80","111.586,80","111.638,44",não contabilizados,não contabilizados,33763.0,1
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,M,87 dias,0 dias,5 dias,89 reuniões,5 reuniões,5 reuniões,12/12/1977,"243.424,52","37.494,76","31.595,53","46.417,62","42.559,37","55.888,64","7.585,90","10.901,08","10.003,24","1,97","976,41",não contabilizados,não contabilizados,33763.0,"243.424,52","110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","102.087,70","102.087,70","102.087,70","103.464,83",não contabilizados,não contabilizados,33763.0,1
RODRIGO BATISTA DE CASTRO,M,85 dias,3 dias,4 dias,19 reuniões,24 reuniões,4 reuniões,15/07/1971,"310.220,15","29.116,39","40.257,88","39.793,79","42.822,40","46.598,49","40.201,06","31.887,58","7.204,14","7.391,07","23.409,79",não contabilizados,não contabilizados,33763.0,"310.220,15","110.306,95","110.306,95","110.761,50","111.635,37","111.520,32","107.830,91","100.648,62","97.447,42","96.783,22","96.743,20",não contabilizados,não contabilizados,33763.0,
ROGÉRIO MENDONÇA,M,84 dias,3 dias,5 dias,46 reuniões,3 reuniões,2 reuniões,27/01/1953,"284.933,89","19.071,55","19.591,03","41.184,63","23.209,03","30.598,89","32.032,33","30.699,45","29.926,43","38.113,63","18.450,40",não contabilizados,não contabilizados,33763.0,"284.933,89","109.169,18","108.681,15","110.025,02","111.462,30","110.179,58","109.656,30","110.879,89","109.964,15","110.926,70","109.768,29",não contabilizados,não contabilizados,33763.0,
ROGÉRIO CORREIA DE MOURA BAPTISTA,M,88 dias,4 dias,0 dias,56 reuniões,12 reuniões,0 reuniões,11/01/1958,"311.043,04","24.911,46","32.959,38","38.622,31","33.558,57","39.922,11","30.506,71","29.548,85","32.578,63","29.736,38","17.461,10",não contabilizados,não contabilizados,33763.0,"311.043,04","111.550,47","111.550,47","111.492,96","111.586,89","111.322,71","111.550,47","111.550,47","111.550,47","111.550,47","111.550,47",não contabilizados,não contabilizados,33763.0,
RONALDO CARLETTO,M,88 dias,0 dias,4 dias,5 reuniões,16 reuniões,3 reuniões,05/01/1960,"276.954,35","39.853,86","37.423,24","50.559,78","35.321,41","45.779,44","16.673,29","17.006,88","22.617,74","7.609,31","2.915,68",não contabilizados,não contabilizados,33763.0,"276.954,35","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","108.778,61",não contabilizados,não contabilizados,33763.0,
RUBENS BUENO,M,91 dias,1 dias,0 dias,65 reuniões,6 reuniões,0 reuniões,23/05/1948,"272.063,57","8.067,94","32.116,20","31.184,36","37.095,34","57.749,32","33.151,06","34.635,51","8.556,44","14.706,88","7.256,76",não contabilizados,não contabilizados,33763.0,"272.063,57","111.253,23","111.253,23","106.987,97","108.825,69","110.646,65","110.646,65","110.646,65","109.798,80","106.891,90","108.742,17",não contabilizados,não contabilizados,33763.0,
RUY MANUEL CARNEIRO BARBOSA DE ACA BELCHIOR,M,79 dias,1 dias,12 dias,17 reuniões,8 reuniões,9 reuniões,17/08/1970,"302.640,34","20.866,77","42.973,86","57.877,87","42.187,85","35.887,63","21.876,48","14.050,68","4.363,86","559,91","61.674,63",não contabilizados,não contabilizados,33763.0,"302.640,34","111.550,47","111.395,79","111.180,85","111.301,37","111.550,47","111.320,37","110.214,42","111.550,47","111.550,47","111.550,47",não contabilizados,não contabilizados,33763.0,2
RUI GOETHE DA COSTA FALCÃO,M,87 dias,5 dias,0 dias,46 reuniões,9 reuniões,0 reuniões,26/11/1943,"311.086,65","34.561,93","52.337,32","42.161,06","44.047,45","41.707,80","30.798,56","25.457,29","16.247,47","11.762,34","11.692,70",não contabilizados,não contabilizados,33763.0,"311.086,65","111.162,30","111.162,30","111.162,30","111.162,30","110.682,51","111.162,30","111.162,30","111.162,30","111.162,30","111.162,30",não contabilizados,não contabilizados,33763.0,
RUBENS OTONI GOMIDE,M,75 dias,12 dias,5 dias,11 reuniões,19 reuniões,2 reuniões,06/02/1956,"307.709,08","32.770,27","38.194,47","41.561,05","46.402,99","41.744,76","29.613,60","32.364,01","12.903,41","6.861,72","25.089,30",não contabilizados,não contabilizados,33763.0,"307.709,08","111.544,41","111.544,41","111.544,41","111.544,41","111.501,56","111.004,56","111.429,17","111.429,17","111.429,17","110.577,02",não contabilizados,não contabilizados,33763.0,
RUBENS PEREIRA E SILVA JUNIOR,M,92 dias,0 dias,0 dias,35 reuniões,16 reuniões,0 reuniões,18/03/1984,"379.416,30","33.232,76","43.788,65","49.953,73","46.779,13","45.113,71","44.355,44","12.257,09","27.387,79","27.391,12","28.973,90",não contabilizados,não contabilizados,33763.0,"379.416,30","111.380,59","110.819,94","111.380,59","111.365,22","111.194,31","111.380,59","111.099,21","111.380,59","111.393,12","111.568,58",não contabilizados,não contabilizados,33763.0,
UBIRATAN ANTUNES SANDERSON,M,89 dias,2 dias,1 dias,61 reuniões,17 reuniões,0 reuniões,01/12/1969,"388.991,27","37.912,59","41.503,33","58.317,25","35.943,44","48.706,99","42.505,85","39.027,03","29.437,05","28.130,75","26.343,91",não contabilizados,não contabilizados,33763.0,"388.991,27","107.480,38","107.480,38","109.483,26","111.119,86","111.119,86","110.913,82","107.219,92","111.653,64","111.653,64","111.653,64",não contabilizados,não contabilizados,33763.0,
SAMUEL MOREIRA DA SILVA JUNIOR,M,88 dias,0 dias,4 dias,45 reuniões,2 reuniões,3 reuniões,09/02/1963,"287.354,50","18.924,07","25.557,73","40.933,34","50.610,63","38.706,58","35.099,02","21.805,45","22.925,53","9.773,25","22.973,66",não contabilizados,não contabilizados,33763.0,"287.354,50","110.903,38","104.766,87","107.428,02","108.475,26","109.925,19","106.920,40","110.435,32","105.277,21","100.395,58","106.769,35",não contabilizados,não contabilizados,33763.0,
JOSÉ WILSON SANTIAGO,M,83 dias,5 dias,4 dias,4 reuniões,31 reuniões,1 reuniões,10/06/1957,"333.798,56","30.349,27","31.771,02","37.471,51","42.306,88","41.459,58","17.270,03","59.218,14","39.103,16","6.056,23","28.195,55",não contabilizados,não contabilizados,33763.0,"333.798,56","111.538,45","111.556,03","110.472,05","111.429,07","111.316,59","111.277,46","111.311,90","111.544,34","111.544,34","111.544,34",não contabilizados,não contabilizados,33763.0,
JOSÉ CERQUEIRA DE SANTANA NETO,M,83 dias,3 dias,6 dias,54 reuniões,7 reuniões,0 reuniões,30/03/1964,"337.471,88","50.626,31","24.451,08","44.445,51","53.822,92","32.644,89","40.002,57","24.693,20","26.270,76","8.182,14","32.332,50",não contabilizados,não contabilizados,33763.0,"337.471,88","107.824,82","108.164,81","106.195,45","109.255,70","107.442,69","107.878,99","106.497,60","106.497,60","106.497,60","106.325,02",não contabilizados,não contabilizados,33763.0,
WOLNEY QUEIROZ MACIEL,M,82 dias,0 dias,10 dias,2 reuniões,33 reuniões,5 reuniões,12/12/1972,"283.872,71","15.044,01","25.762,61","38.421,71","30.994,45","66.224,67","21.880,28","15.898,60","18.340,68","27.414,61","23.755,87",não contabilizados,não contabilizados,33763.0,"283.872,71","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20","111.532,20",não contabilizados,não contabilizados,33763.0,
JOSE VITOR DE RESENDE AGUIAR,M,73 dias,3 dias,16 dias,26 reuniões,15 reuniões,12 reuniões,01/11/1984,"233.230,82","26.074,83","41.836,76","32.088,44","31.715,89","26.392,47","27.638,60","9.780,96","4.941,65","5.612,06","27.149,16",não contabilizados,não contabilizados,33763.0,"233.230,82","111.586,81","108.697,96","111.507,97","111.507,97","111.165,15","111.507,97","111.507,97","111.507,97","111.507,97","111.507,97",não contabilizados,não contabilizados,33763.0,2
JOSÉ SILVA SOARES,M,81 dias,7 dias,4 dias,46 reuniões,42 reuniões,6 reuniões,11/05/1963,"272.952,50","13.589,72","23.281,74","58.030,74","45.654,35","51.011,56","24.752,96","20.633,31","16.662,24","7.130,92","12.197,76",não contabilizados,não contabilizados,33763.0,"272.952,50","108.014,11","108.014,11","107.883,21","103.238,92","108.831,65","109.953,60","109.039,66","111.653,63","111.653,63","110.576,65",não contabilizados,não contabilizados,33763.0,1
JOSÉ CARLOS NUNES JÚNIOR,M,77 dias,0 dias,15 dias,1 reuniões,0 reuniões,0 reuniões,26/05/1955,"382.926,48","34.876,44","34.076,57","52.451,67","56.019,27","49.235,77","38.194,51","39.063,35","26.889,26","23.042,46","27.389,17",não contabilizados,não contabilizados,33763.0,"382.926,48","111.046,99","111.046,99","111.103,15","106.832,08","111.043,48","110.100,74","111.389,82","109.743,83","107.342,40","110.590,73",não contabilizados,não contabilizados,33763.0,1
JOSÉ CARLOS BECKER DE OLIVEIRA E SILVA,M,75 dias,7 dias,10 dias,9 reuniões,22 reuniões,4 reuniões,21/06/1978,"356.842,77","38.999,73","33.224,73","52.793,19","47.568,26","57.184,71","29.897,60","36.352,08","15.418,42","9.981,12","34.877,93",não contabilizados,não contabilizados,33763.0,"356.842,77","111.077,16","111.077,16","107.757,43","108.634,49","107.404,64","103.768,48","108.159,53","108.272,04","111.647,36","111.647,36",não contabilizados,não contabilizados,33763.0,
SEBASTIAO IGNACIO DE OLIVEIRA JUNIOR,M,61 dias,0 dias,31 dias,2 reuniões,9 reuniões,10 reuniões,31/08/1968,"378.360,98","32.611,71","61.997,85","45.761,75","50.783,90","40.852,42","33.153,10","37.014,05","32.841,73","22.279,93","20.304,61",não contabilizados,não contabilizados,33763.0,"378.360,98","111.550,40","111.550,40","111.151,62","108.271,62","111.550,40","111.283,71","107.107,52","111.550,44","111.475,23","110.070,98",não contabilizados,não contabilizados,33763.0,
GILSON CARDOSO FAHUR,M,92 dias,0 dias,0 dias,27 reuniões,2 reuniões,0 reuniões,06/11/1963,"235.826,05","26.338,65","13.404,82","31.325,22","52.086,32","24.388,06","22.309,23","29.172,80","14.543,32","12.015,50","7.852,59",não contabilizados,não contabilizados,33763.0,"235.826,05","66.705,81","69.549,81","73.341,81","73.341,81","73.341,81","73.341,81","73.341,81","67.133,94","66.705,81","66.705,81",não contabilizados,não contabilizados,33763.0,
SÉRGIO LUÍS LACERDA BRITO,M,69 dias,13 dias,10 dias,6 reuniões,20 reuniões,4 reuniões,08/06/1961,"350.373,14","45.663,60","42.654,52","52.570,85","42.077,69","38.621,82","34.830,22","44.740,63","15.255,91","11.831,58","20.879,61",não contabilizados,não contabilizados,33763.0,"350.373,14","111.512,47","111.637,96","111.607,20","111.538,25","111.538,25","111.179,96","111.280,54","111.378,74","111.647,19","110.850,06",não contabilizados,não contabilizados,33763.0,
SERGIO DE SOUZA,M,84 dias,4 dias,4 dias,20 reuniões,0 reuniões,0 reuniões,13/03/1971,"358.410,70","44.666,86","38.116,97","56.387,62","38.979,42","54.101,56","36.334,73","28.323,07","27.848,37","7.279,42","25.087,44",não contabilizados,não contabilizados,33763.0,"358.410,70","103.465,18","111.598,82","111.598,82","108.459,16","95.170,25","107.026,01","111.202,02","111.526,06","111.526,06","111.526,06",não contabilizados,não contabilizados,33763.0,2
SERGIO TOLEDO DE ALBUQUERQUE,M,47 dias,1 dias,44 dias,1 reuniões,1 reuniões,20 reuniões,29/01/1962,"288.222,22","30.247,71","39.363,12","39.439,74","40.960,33","29.762,44","19.142,21","17.310,55","25.965,33","22.299,28","23.731,51",não contabilizados,não contabilizados,33763.0,"288.222,22","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89","111.598,89",não contabilizados,não contabilizados,33763.0,
SEVERINO DE LIRA PESSÔA,M,79 dias,7 dias,6 dias,13 reuniões,16 reuniões,2 reuniões,06/02/1970,"349.305,31","56.448,73","40.975,67","38.983,26","51.480,91","46.528,02","20.039,00","12.962,54","10.449,32","2,30","71.435,56",não contabilizados,não contabilizados,33763.0,"349.305,31","107.456,07","107.456,07","110.847,44","108.039,99","109.624,62","110.681,41","110.195,41","109.900,71","111.249,56","101.856,79",não contabilizados,não contabilizados,33763.0,
SIDNEY RICARDO DE OLIVEIRA LEITE,M,84 dias,8 dias,0 dias,59 reuniões,7 reuniões,0 reuniões,08/04/1967,"275.944,45","8.648,68","35.886,24","88.152,88","30.161,65","54.238,48","27.619,45","17.293,50","2.933,41","2,45","10.801,00",não contabilizados,não contabilizados,33763.0,"275.944,45","111.580,83","110.906,22","107.595,38","111.325,25","111.241,15","111.562,02","111.659,67","111.659,67","111.591,32","107.626,27",não contabilizados,não contabilizados,33763.0,
SILAS CÂMARA,M,68 dias,6 dias,18 dias,14 reuniões,15 reuniões,20 reuniões,15/12/1962,"372.291,46","53.511,75","30.068,31","89.746,79","49.917,31","26.361,91","26.004,72","3.334,78","49.845,67","36.031,91","7.468,31",não contabilizados,não contabilizados,33763.0,"372.291,46","110.677,96","110.638,64","109.858,49","104.374,60","104.374,60","105.000,60","106.461,25","107.232,58","107.789,66","107.692,99",não contabilizados,não contabilizados,33763.0,
SOSTENES SILVA CAVALCANTE,M,90 dias,1 dias,1 dias,22 reuniões,50 reuniões,3 reuniões,16/01/1975,"306.111,03","34.347,99","36.686,76","37.385,24","34.187,85","42.574,72","33.422,21","27.180,57","16.640,69","10.097,79","32.778,32",não contabilizados,não contabilizados,33763.0,"306.111,03","111.471,63","111.471,65","110.392,32","109.919,18","110.901,44","110.898,63","111.435,26","111.435,26","111.435,26","111.435,26",não contabilizados,não contabilizados,33763.0,
SILVIO SERAFIM COSTA FILHO,M,80 dias,6 dias,6 dias,31 reuniões,6 reuniões,2 reuniões,05/03/1982,"395.483,24","30.879,38","35.595,55","50.370,63","44.280,75","48.544,47","36.480,91","35.984,13","48.988,28","27.163,19","37.195,95",não contabilizados,não contabilizados,33763.0,"395.483,24","111.550,59","111.550,59","111.327,92","111.550,59","110.788,05","111.550,59","111.550,59","111.550,59","111.550,59","111.550,59",não contabilizados,não contabilizados,33763.0,
STEFANO AGUIAR DOS SANTOS,M,75 dias,7 dias,10 dias,7 reuniões,9 reuniões,7 reuniões,03/03/1976,"290.738,03","32.277,66","34.395,67","41.449,67","37.761,02","36.140,38","32.186,87","29.189,44","19.927,58","17.465,41","9.443,71",não contabilizados,não contabilizados,33763.0,"290.738,03","111.507,96","111.507,96","111.507,96","111.507,96","111.507,96","109.724,62","109.724,62","109.724,62","109.724,62","108.781,88",não contabilizados,não contabilizados,33763.0,1
LUIZ GONZAGA RIBEIRO,M,86 dias,3 dias,3 dias,95 reuniões,15 reuniões,2 reuniões,31/05/1962,"325.228,33","22.268,14","23.651,34","39.632,53","43.427,86","54.538,56","30.205,10","35.399,21","27.745,12","24.901,42","22.874,33",não contabilizados,não contabilizados,33763.0,"325.228,33","111.544,49","111.544,49","111.535,88","111.461,97","110.137,20","109.363,20","110.137,20","110.137,20","110.137,20","111.164,48",não contabilizados,não contabilizados,33763.0,
FRANCISCO EVERARDO TIRIRICA OLIVEIRA SILVA,M,69 dias,2 dias,21 dias,4 reuniões,8 reuniões,8 reuniões,01/05/1965,"193.770,82","10.744,18","20.999,68","20.819,91","22.736,94","28.371,73","25.748,36","27.555,21","15.056,32","13.606,42","8.132,07",não contabilizados,não contabilizados,33763.0,"193.770,82","111.143,93","111.143,93","111.048,44","111.598,88","111.598,88","111.598,88","111.598,88","105.364,04","104.696,02","104.696,02",não contabilizados,não contabilizados,33763.0,
TÚLIO GADÊLHA SALES DE MELO,M,84 dias,0 dias,8 dias,53 reuniões,61 reuniões,16 reuniões,12/11/1987,"384.141,87","22.201,56","33.060,63","55.862,54","51.086,03","59.826,44","34.741,72","31.903,99","31.005,22","24.904,26","33.878,06",não contabilizados,não contabilizados,33763.0,"384.141,87","111.435,40","110.985,67","111.288,65","110.232,48","111.665,84","110.955,10","108.096,17","108.686,96","111.593,09","109.795,26",não contabilizados,não contabilizados,33763.0,
Tiago Dimas Braga Pereira,M,89 dias,3 dias,0 dias,9 reuniões,1 reuniões,0 reuniões,04/08/1988,"340.652,78","25.207,06","42.885,58","64.235,29","54.312,34","20.107,35","27.029,27","25.908,66","11.604,28","48.026,14","14.528,62",não contabilizados,não contabilizados,33763.0,"340.652,78","111.006,97","109.190,74","109.190,74","109.190,74","108.805,07","110.517,32","111.287,52","109.789,26","103.714,49","110.484,48",não contabilizados,não contabilizados,33763.0,
TIAGO LIMA MITRAUD DE CASTRO LEITE,M,92 dias,0 dias,0 dias,107 reuniões,7 reuniões,0 reuniões,15/08/1986,"27.647,47","3.566,57","3.135,34","2.309,40","2.560,68","8.067,83","4.398,55","2.855,86","216,89","191,77","344,58",não contabilizados,não contabilizados,33763.0,"27.647,47","34.798,86","31.959,96","43.996,79","52.593,10","55.384,47","56.148,88","53.361,59","43.944,69","14.691,41","21.331,71",não contabilizados,não contabilizados,33763.0,
CARLOS TITO MARQUES CORDEIRO,M,92 dias,0 dias,0 dias,27 reuniões,7 reuniões,0 reuniões,17/11/1976,"281.519,71","30.501,30","31.777,19","30.293,06","31.159,96","81.946,39","12.029,60","20.240,56","18.796,03","10.779,49","12.938,08",não contabilizados,não contabilizados,33763.0,"281.519,71","111.587,05","111.587,05","111.587,05","111.564,01","111.498,03","111.550,67","111.550,67","111.550,67","111.550,67","111.550,68",não contabilizados,não contabilizados,33763.0,
ANTONIO WANDSCHEER,M,81 dias,7 dias,4 dias,3 reuniões,2 reuniões,0 reuniões,31/08/1950,"306.818,62","41.777,79","39.307,55","48.754,02","48.076,79","33.128,88","24.222,67","17.864,61","13.310,97","5.376,98","34.422,79",não contabilizados,não contabilizados,33763.0,"306.818,62","111.665,71","111.665,71","111.665,71","111.665,71","106.352,43","103.305,77","105.808,24","109.253,63","109.427,39","109.427,39",não contabilizados,não contabilizados,33763.0,
ULDURICO ALENCAR PINTO,M,77 dias,5 dias,10 dias,5 reuniões,12 reuniões,6 reuniões,30/01/1992,"401.869,80","5.676,51","39.129,50","29.853,85","79.759,43","19.410,55","25.244,16","35.620,95","73.478,81","37.352,03","10.205,83",não contabilizados,não contabilizados,33763.0,"401.869,80","109.183,02","109.663,55","110.707,30","109.378,89","108.692,27","109.378,89","109.378,89","109.378,89","110.140,36","110.270,55",não contabilizados,não contabilizados,33763.0,
VALMIR CARLOS DA ASSUNÇÃO,M,83 dias,2 dias,7 dias,13 reuniões,9 reuniões,2 reuniões,17/12/1964,"363.239,05","44.395,14","46.537,39","44.131,60","48.258,75","36.050,94","38.814,68","34.071,61","34.806,12","17.856,95","18.203,94",não contabilizados,não contabilizados,33763.0,"363.239,05","111.617,19","111.617,19","111.476,50","111.617,19","111.617,19","110.585,18","104.425,66","106.305,67","111.392,75","111.392,75",não contabilizados,não contabilizados,33763.0,
VICENTE PAULO DA SILVA,M,83 dias,2 dias,7 dias,19 reuniões,14 reuniões,2 reuniões,08/04/1956,"302.994,99","13.501,99","33.730,27","71.585,86","35.951,02","45.465,67","34.562,44","36.569,02","17.307,06","5.656,42","8.665,24",não contabilizados,não contabilizados,33763.0,"302.994,99","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02","111.508,02",não contabilizados,não contabilizados,33763.0,
VANDERLEI MACRIS,M,83 dias,5 dias,4 dias,24 reuniões,10 reuniões,5 reuniões,20/05/1950,"387.872,53","58.359,31","41.010,69","35.983,56","33.429,65","34.362,74","43.973,37","39.405,44","37.712,64","27.149,77","36.103,24",não contabilizados,não contabilizados,33763.0,"387.872,53","109.269,77","108.453,91","111.586,33","111.659,71","111.659,71","111.659,71","107.850,57","109.854,64","109.269,77","108.848,68",não contabilizados,não contabilizados,33763.0,
VANDER LUIZ DOS SANTOS LOUBET,M,87 dias,2 dias,3 dias,13 reuniões,9 reuniões,1 reuniões,22/01/1964,"319.847,50","49.425,10","33.721,13","37.451,17","39.976,96","41.545,38","38.451,69","27.215,78","9.051,50","4.483,21","37.732,84",não contabilizados,não contabilizados,33763.0,"319.847,50","107.579,85","107.298,47","107.298,47","110.642,16","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80",não contabilizados,não contabilizados,33763.0,
WAGNER BACH MARTINS,M,82 dias,8 dias,2 dias,16 reuniões,10 reuniões,6 reuniões,03/06/1982,"300.552,93","13.175,53","18.160,99","88.174,09","31.772,02","23.536,01","37.453,18","15.004,74","9.936,45","3.587,11","59.602,81",não contabilizados,não contabilizados,33763.0,"300.552,93","111.032,85","108.426,50","110.051,36","111.574,66","111.574,66","111.324,34","111.574,66","111.574,66","111.574,66","111.574,66",não contabilizados,não contabilizados,33763.0,
NELSI COGUETTO MARIA,M,85 dias,4 dias,3 dias,16 reuniões,3 reuniões,0 reuniões,01/03/1959,"367.848,95","40.396,46","36.014,91","46.849,79","40.603,35","52.721,83","37.782,35","27.881,30","18.738,35","27.472,39","37.393,54",não contabilizados,não contabilizados,33763.0,"367.848,95","110.519,15","108.830,28","109.428,11","104.631,08","109.592,25","110.331,11","110.331,11","110.588,22","111.659,52","111.659,52",não contabilizados,não contabilizados,33763.0,
VICENTE ALVES DE OLIVEIRA JUNIOR,M,69 dias,23 dias,0 dias,15 reuniões,23 reuniões,0 reuniões,11/04/1985,"407.540,10","37.276,44","39.572,89","42.368,97","39.808,60","30.327,75","41.871,00","42.317,27","33.618,36","50.378,82","50.000,00",não contabilizados,não contabilizados,33763.0,"407.540,10","111.477,70","110.881,51","111.497,27","111.034,88","111.354,02","111.014,26","108.081,62","98.361,27","100.031,52","96.342,33",não contabilizados,não contabilizados,33763.0,
VINICIUS RAPOZO DE CARVALHO,M,79 dias,0 dias,13 dias,9 reuniões,10 reuniões,5 reuniões,07/01/1966,"340.728,76","41.672,56","39.581,43","57.042,94","42.691,74","36.753,20","39.290,07","35.365,86","18.744,31","15.224,99","13.958,27",não contabilizados,não contabilizados,33763.0,"340.728,76","103.616,36","103.616,36","103.616,36","103.616,36","104.709,37","105.399,70","107.051,56","110.786,16","110.786,16","110.153,37",não contabilizados,não contabilizados,33763.0,1
VINICIUS LAZZER POIT,M,86 dias,1 dias,5 dias,25 reuniões,4 reuniões,4 reuniões,31/01/1986,"189.090,62","18.431,82","19.119,82","20.091,36","22.529,20","18.953,40","13.634,91","18.453,31","20.492,33","19.267,75","18.116,72",não contabilizados,não contabilizados,33763.0,"189.090,62","68.524,60","67.693,70","68.191,96","63.479,21","70.848,78","70.848,78","70.848,78","56.804,65","51.380,32","64.864,36",não contabilizados,não contabilizados,33763.0,
VITOR LIPPI,M,89 dias,3 dias,0 dias,31 reuniões,12 reuniões,0 reuniões,18/05/1959,"321.525,33","24.887,33","32.569,74","38.925,48","49.406,16","47.864,03","26.402,16","27.593,94","26.251,12","26.683,06","20.744,31",não contabilizados,não contabilizados,33763.0,"321.525,33","101.487,37","101.487,37","102.816,16","107.061,86","107.511,90","107.668,44","100.367,15","100.425,85","100.425,85","100.425,85",não contabilizados,não contabilizados,33763.0,
WALDENOR ALVES PEREIRA FILHO,M,84 dias,0 dias,8 dias,32 reuniões,18 reuniões,2 reuniões,08/03/1954,"275.571,31","28.566,62","43.501,52","49.667,48","41.518,06","42.594,78","26.126,51","17.743,64","6.816,73","7.094,89","11.213,89",não contabilizados,não contabilizados,33763.0,"275.571,31","111.659,64","111.659,64","111.659,64","110.105,78","110.466,03","110.331,21","110.331,21","110.331,21","110.331,21","110.331,21",não contabilizados,não contabilizados,33763.0,
VILSON LUIZ DA SILVA,M,88 dias,1 dias,3 dias,59 reuniões,3 reuniões,2 reuniões,01/05/1957,"263.699,02","13.864,38","12.202,47","12.981,84","35.640,68","38.383,43","48.646,12","35.184,80","19.061,99","16.192,22","11.829,03",não contabilizados,não contabilizados,33763.0,"263.699,02","100.801,90","100.801,90","99.965,01","103.710,64","110.925,72","105.055,83","105.194,90","109.355,65","108.535,78","94.458,74",não contabilizados,não contabilizados,33763.0,
JOSÉ WELLINGTON ROBERTO,M,64 dias,1 dias,27 dias,0 reuniões,16 reuniões,10 reuniões,19/05/1959,"363.026,31","25.689,37","50.571,50","45.460,46","46.200,51","47.674,96","32.937,83","37.926,77","12.640,71","33.901,72","30.022,48",não contabilizados,não contabilizados,33763.0,"363.026,31","111.507,89","111.507,89","110.523,07","107.146,56","110.382,39","111.153,65","111.507,89","111.507,89","111.507,89","111.507,89",não contabilizados,não contabilizados,33763.0,
WALTER PEREIRA ALVES,M,77 dias,7 dias,8 dias,9 reuniões,8 reuniões,4 reuniões,27/02/1980,"317.763,78","16.275,45","52.068,25","43.693,12","58.063,77","58.625,31","36.037,87","19.606,30","21.869,88","3.500,01","7.812,68",não contabilizados,não contabilizados,33763.0,"317.763,78","109.243,61","110.758,36","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08","111.338,08",não contabilizados,não contabilizados,33763.0,
FRANCISCO TADEU BARBOSA DE ALENCAR,M,82 dias,1 dias,9 dias,43 reuniões,39 reuniões,15 reuniões,08/04/1963,"382.090,82","33.136,04","35.605,24","47.956,40","52.313,50","53.943,06","36.506,38","38.165,37","29.185,97","35.584,92","18.975,43",não contabilizados,não contabilizados,33763.0,"382.090,82","82.100,84","82.100,84","82.100,84","82.100,84","83.823,55","94.672,90","99.931,87","102.657,96","102.657,96","101.108,43",não contabilizados,não contabilizados,33763.0,
